"Scientific","tl"
"Lepus nigricollis",2
"Lepus oiostolus",2
"Lepus othus",2
"Lepus peguensis",2
"Lepus saxatilis",2
"Lepus sinensis",2
"Lepus starcki",2
"Lepus tibetanus",2
"Lepus timidus",2
"Lepus tolai",2
"Lepus townsendii",2
"Lepus yarkandensis",2
"Lerista aericeps",3
"Lerista allanae",3
"Lerista allochira",3
"Lerista amicorum",3
"Lerista apoda",3
"Lerista arenicola",3
"Lerista axillaris",3
"Lerista baynesi",3
"Lerista bipes",3
"Lerista borealis",3
"Lerista bougainvillii",3
"Lerista bunglebungle",3
"Lerista carpentariae",3
"Lerista christinae",3
"Lerista cinerea",3
"Lerista clara",3
"Lerista colliveri",3
"Lerista connivens",3
"Lerista desertorum",3
"Lerista distinguenda",3
"Lerista dorsalis",3
"Lerista edwardsae",3
"Lerista elegans",3
"Lerista elongata",3
"Lerista emmotti",3
"Lerista eupoda",3
"Lerista flammicauda",3
"Lerista fragilis",3
"Lerista frosti",3
"Lerista gascoynensis",3
"Lerista gerrardii",3
"Lerista greeri",3
"Lerista griffini",3
"Lerista haroldi",3
"Lerista humphriesi",3
"Lerista ingrami",3
"Lerista ips",3
"Lerista jacksoni",3
"Lerista kalumburu",3
"Lerista karlschmidti",3
"Lerista kendricki",3
"Lerista kennedyensis",3
"Lerista kingi",3
"Lerista labialis",3
"Lerista lineata",3
"Lerista lineopunctulata",3
"Lerista macropisthopus",3
"Lerista micra",3
"Lerista microtis",3
"Lerista muelleri",3
"Lerista neander",3
"Lerista nichollsi",3
"Lerista onsloviana",3
"Lerista orientalis",3
"Lerista petersoni",3
"Lerista picturata",3
"Lerista planiventralis",3
"Lerista praepedita",3
"Lerista punctatovittata",3
"Lerista puncticauda",3
"Lerista robusta",3
"Lerista rochfordensis",3
"Lerista rolfei",3
"Lerista separanda",3
"Lerista simillima",3
"Lerista speciosa",3
"Lerista stictopleura",3
"Lerista storri",3
"Lerista taeniata",3
"Lerista terdigitata",3
"Lerista timida",3
"Lerista tridactyla",3
"Lerista uniduo",3
"Lerista varia",3
"Lerista verhmens",3
"Lerista vermicularis",3
"Lerista viduata",3
"Lerista vittata",3
"Lerista walkeri",3
"Lerista wilkinsi",3
"Lerista xanthura",3
"Lerista yuna",3
"Lerista zietzi",3
"Lerista zonulata",3
"Lesbia nuna",2.1
"Lesbia victoriae",2.1
"Lesser Scaup",2.52315789473684
"Lesser Tagelus",2
"Lessonia oreas",3
"Lessonia rufa",3
"Lestes sp. ",3.11111111111111
"Lestes sponsa",3.38461538461538
"Lesteva sicula",2.63604006820119
"Lestidiops affinis",4.2
"Lestidiops bathyopteryx",4.1
"Lestidiops cadenati",3.87
"Lestidiops distans",4.36
"Lestidiops extrema",3.15
"Lestidiops gracilis",3.29
"Lestidiops indopacifica",3.17
"Lestidiops jayakari",4.23
"Lestidiops mirabilis",4.48
"Lestidiops neles",3.84
"Lestidiops pacificus",3
"Lestidiops pseudosphyraenoides",3.94
"Lestidiops ringens",4.05
"Lestidiops similis",4.23
"Lestidiops sphyraenopsis",4.7
"Lestidiops sphyrenoides",4.5
"Lestidium atlanticum",3.8
"Lestidium bigelowi",3.26
"Lestidium nudum",3.05
"Lestidium prolixum",3.88
"Lestodelphys halli",3.5
"Lestoros inca",2.85
"Lestradea perspicax",3.35
"Lestradea stappersii",3.5
"Lestrolepis intermedia",3.95
"Lestrolepis japonica",3.77
"Lestrolepis luetkeni",3.79
"Lesueurigobius friesii",3.23833333333333
"Lesueurigobius heterofasciatus",3.17
"Lesueurigobius koumansi",3.37
"Lesueurigobius sanzi",3.37
"Lesueurigobius suerii",3.55
"Lesueurina platycephala",3.03
"Letharchus aliculatus",3.56
"Letharchus rosenblatti",3.68
"Letharchus velifer",3.77
"Lethenteron alaskense",3.44
"Lethenteron appendix",3.56
"Lethenteron camtschaticum",4.5
"Lethenteron kessleri",2.22
"Lethenteron matsubarai",3.42
"Lethenteron ninae",3.41
"Lethenteron reissneri",3.5
"Lethenteron zanandreai",3.5
"Lethocerus americanus",3.12903225806452
"Lethogoleos andersoni",3.8
"Letholycus magellanicus",3.33
"Letholycus microphthalmus",3.25
"Lethops connectens",3.23
"Lethotremus awae",3.5
"Lethotremus muticus",3.43
"Lethrinops albus",3.19
"Lethrinops altus",3.5
"Lethrinops argenteus",3.2
"Lethrinops auritus",2.98
"Lethrinops christyi",3.2
"Lethrinops furcifer",3.2
"Lethrinops gossei",3.2
"Lethrinops leptodon",3.21
"Lethrinops lethrinus",3.5
"Lethrinops longimanus",3.2
"Lethrinops longipinnis",3.35
"Lethrinops lunaris",3.2
"Lethrinops macracanthus",2.75
"Lethrinops macrochir",3.17
"Lethrinops macrophthalmus",2.75
"Lethrinops marginatus",3.5
"Lethrinops micrentodon",2
"Lethrinops microdon",2
"Lethrinops microstoma",3.5
"Lethrinops mylodon",3.37
"Lethrinops oculatus",3.17
"Lethrinops parvidens",3.35
"Lethrinops stridei",2
"Lethrinops turneri",3.16
"Lethrinus amboinensis",3.99
"Lethrinus atkinsoni",3.79
"Lethrinus atlanticus",3.54
"Lethrinus borbonicus",3.47000002861023
"Lethrinus conchyliatus",4.02
"Lethrinus crocineus",3.73
"Lethrinus enigmaticus",3.82999992370606
"Lethrinus erythracanthus",3.41000008583069
"Lethrinus erythropterus",3.70000004768372
"Lethrinus genivittatus",3.67
"Lethrinus haematopterus",3.67
"Lethrinus harak",3.59
"Lethrinus laticaudis",4.46
"Lethrinus lentjan",3.94
"Lethrinus mahsena",3.4300000667572
"Lethrinus microdon",3.79
"Lethrinus miniatus",4.19
"Lethrinus nebulosus",3.76
"Lethrinus obsoletus",3.89
"Lethrinus olivaceus",3.95
"Lethrinus ornatus",3.36999988555908
"Lethrinus ravus",3.59
"Lethrinus reticulatus",3.61
"Lethrinus rubrioperculatus",3.75
"Lethrinus semicinctus",4.01
"Lethrinus variegatus",3.84
"Lethrinus xanthochilus",3.78
"Leucalburnus satunini",2.75
"Leucaspius delineatus",3.24
"Leucauge venusta",3.01298701298701
"Leucicorus atlanticus",3.58
"Leucicorus lusciosus",3.58
"Leuciscus aspius",4.46999979019165
"Leuciscus baicalensis",2.79
"Leuciscus bearnensis",2.81
"Leuciscus bergi",2.78
"Leuciscus burdigalensis",2.78
"Leuciscus chuanchicus",2.81
"Leuciscus danilewskii",2.82
"Leuciscus dzungaricus",2.78
"Leuciscus gaderanus",2.78
"Leuciscus idus",3.79
"Leuciscus latus",2.78
"Leuciscus lehmanni",2.83
"Leuciscus leuciscus",2.65821428571429
"Leuciscus lindbergi",2.78
"Leuciscus merzbacheri",2.36
"Leuciscus oxyrrhis",2.78
"Leuciscus schmidti",2.8
"Leuciscus vorax",2.73
"Leuciscus waleckii",2.49
"Leucobrotula adipata",3.23
"Leucogrammolycus brychios",3.37
"Leucoparyphus sp. (juv)",3.79310344827586
"Leucophaeus scoresbii",2.75
"Leucopsarion petersii",3.2
"Leucoraja caribbaea",3.67
"Leucoraja circularis",3.5
"Leucoraja compagnoi",3.5
"Leucoraja erinacea",3.61
"Leucoraja fullonica",3.5
"Leucoraja garmani",3.59
"Leucoraja lentiginosa",3.57
"Leucoraja leucosticta",3.68
"Leucoraja melitensis",3.285
"Leucoraja naevus",4.21
"Leucoraja ocellata",4.43
"Leucoraja pristispina",3.55
"Leucoraja virginica",3.67
"Leucoraja wallacei",3.90000009536743
"Leucoraja yucatanensis",3.67
"Leucos albus",2.97
"Leucos aula",2.8
"Leucos basak",2.98
"Leucos panosi",2.97
"Leucos ylikiensis",2.98
"Leucosarcia melanoleuca",2.2
"Leucosolenia complicata",2
"Leucosoma reevesii",2.98
"Leucosticte arctoa",2.2
"Leucosticte atrata",2.5
"Leucosticte australis",2.2
"Leucosticte brandti",2
"Leucosticte nemoricola",2.2
"Leucosticte tephrocotis",2.2
"Leucothoe incisa",2
"Leucothoe lilljeborgi",2
"Leucothoidae",3.33333333333333
"Leuctra fusca",2
"Leuctra geniculata",2
"Leuctra hippopus",2
"Leuctra inermis",2
"Leuctra nigra",2
"Leukoma staminea",2
"Leukoma thaca",2
"Leuresthes sardina",2.92
"Leuresthes tenuis",2.93
"Leurochilus acon",3.6
"Leuroglossus callorhini",3.38
"Leuroglossus schmidti",3.12
"Leuroglossus stilbius",3.26
"Leuropharus lasiops",3.51
"Levinsenia gracilis",2
"Leviprora inops",3.83
"Lewinia mirifica",2.85
"Lewinia pectoralis",2.5
"Leydigia quadrangularis",2.16666666666667
"Liacarus coracinus",2
"Liacarus subterraneus",2
"Liacarus xylariae",2
"Liachirus melanospilos",3.42
"Liachirus whitleyi",3.42
"Lialis burtonis",3
"Lialis jicari",3
"Libellula depressa",2.11428571428571
"Libellula quadrimaculata",2.0972850678733
"Libellulidae",2.11111111111111
"Liberiictis kuhni",3.1
"Libinia dubia",4.5
"Liburnascincus mundivensis",3
"Liburnascincus scirtetis",2.7
"Lichenomima",2.33333333333333
"Lichia amia",4.5
"Lichmera alboauricularis",2.5
"Lichmera argentauris",2
"Lichmera deningeri",2.2
"Lichmera flavicans",2.3
"Lichmera incana",2.2
"Lichmera indistincta",2.3
"Lichmera limbata",2.1
"Lichmera lombokia",2.2
"Lichmera monticola",2.2
"Lichmera notabilis",2.2
"Lichmera squamata",2.4
"Lichnochromis acuticeps",3.36
"Lichonycteris obscura",2
"Liebstadia humerata",2.66666666666667
"Liebstadia similis",2.5
"Ligia exotica",2
"Ligidium hypnorum",2.75
"Lignobrycon myersi",3.37
"Liguriella podophthalma",4.5
"Lile gracilis",3.08
"Lile nigrofasciata",3.09
"Lile piquitinga",3.11
"Lile stolifera",3.49
"Liljeborgia georgiana",3.11458333333333
"Liljeborgia kinahani",2
"Limacia clavigeria",3
"Limacidae sp.",2.75474747474747
"Limacina helicina",2.80874316939891
"Limacina helicina antarctica",3
"Limacina retroversa",2.4
"Limanda aspera",3.49
"Limanda ferruginea",3.28
"Limanda limanda",3.29916666666667
"Limanda proboscidea",3.1
"Limanda punctatissima",3.37
"Limanda sakhalinensis",3.58
"Limatulichthys griseus",2.44
"Limatulichthys nasarcus",2.5
"Limax cinereoniger",2.69047619047619
"Limbochromis robertsi",3.28
"Limia caymanensis",2.97
"Limia dominicensis",2.98
"Limia fuscomaculata",2.96
"Limia garnieri",2.97
"Limia grossidens",2.96
"Limia heterandria",2.95
"Limia immaculata",2.96
"Limia melanogaster",2.94
"Limia melanonotata",2.94
"Limia miragoanensis",2.96
"Limia nigrofasciata",2.94
"Limia ornata",2.95
"Limia pauciradiata",2.94
"Limia perugiae",2.92
"Limia rivasi",2.97
"Limia sulphurophila",2.95
"Limia tridens",2.97
"Limia versicolor",2.95
"Limia vittata",2.93
"Limia yaguajali",2.95
"Limia zonata",2.97
"Limnephilus lunatus",2.48752506318357
"Limnephilus marmoratus",2.875
"Limnephilus rhombicus",2.47368421052632
"Limnichthys fasciatus",3
"Limnichthys marisrubri",3.05
"Limnichthys nitidus",3.1
"Limnichthys orientalis",3.06
"Limnichthys polyactis",3.23
"Limnichthys rendahli",3.14
"Limnius volckmari",2
"Limnochromis auritus",3.34
"Limnocottus bergianus",3.9
"Limnocottus godlewskii",3.3
"Limnocottus griseus",3.58
"Limnocottus pallidus",3.55
"Limnodromus scilopaceus",3.07692307692308
"Limnodynastes convexiusculus",3.25
"Limnogale mergulus",3.3
"Limnomys bryophilus",2.1
"Limnomys sibuanus",2.1
"Limnonectes blythii",3.25
"Limnonectes ibanorum",3.25
"Limnonectes ingeri",3.25
"Limnonectes kuhlii",3
"Limnonectes leporinus",3.25
"Limnonectes leytensis",3
"Limnonectes macrocephalus",3.25
"Limnonectes macrodon",3.25
"Limnonectes magnus",3
"Limnonectes megastomias",3.25
"Limnonectes namiyei",3.25
"Limnonectes paramacrodon",3
"Limnonectes shompenorum",3.25
"Limnophora riparia",3
"Limnophyes",2
"Limnoria lignorum",2.16666666666667
"Limnothlypis swainsonii",3
"Limnotilapia dardennii",3.15
"Limoniidae",2.06666666666667
"Limopsis lillei",2
"Limopsis marionensis",2
"Limosa fedoa",3.10526315789474
"Limosa lapponica",3
"Limulus polyphemus",2.95953608247423
"Linckia guildingi",2
"Linckia laevigata",3.22
"Linckia multifora",2
"Lindbergichthys mizops",3.29
"Lindbergichthys nudifrons",3.45
"Lineus bilineatus",3.061
"Lineus longifissus",3.13333333333333
"Lineus ruber",2.28571428571429
"Lineus viridis",3.2
"Linichthys laticeps",2.78
"Liniparhomaloptera disparis",2.93
"Liniparhomaloptera monoloba",2.93
"Liniparhomaloptera obtusirostris",2.93
"Liniparhomaloptera qiongzhongensis",2.93
"Linkenchelys multipora",3.82
"Linophryne algibarbata",4.04
"Linophryne andersoni",3.28
"Linophryne arborifera",3.66
"Linophryne arcturi",3.74
"Linophryne argyresca",3.56
"Linophryne bicornis",4.03
"Linophryne bipennata",3.35
"Linophryne brevibarbata",3.74
"Linophryne coronata",3.74
"Linophryne densiramus",3.72
"Linophryne escaramosa",3.34
"Linophryne indica",3.41
"Linophryne lucifer",4.2
"Linophryne macrodon",3.73
"Linophryne maderensis",3.74
"Linophryne parini",3.58
"Linophryne pennibarbata",3.74
"Linophryne polypogon",3.35
"Linophryne quinqueramosa",4.29
"Linophryne racemifera",3.74
"Linophryne sexfilis",3.74
"Linophryne trewavasae",3.64
"Linuparus trigonus",3.59
"Linyphia hortensis",3.33408647882332
"Linyphiidae",2.91666666666667
"Linyphiidae (juv)",3.69027820793102
"Linyphiidae cf Erigoniinae (juv) {m}",3.73383372902431
"Linyphiidae cf Erigoniinae (juv) {s}",3.78280423280423
"Liobagrus aequilabris",3.16
"Liobagrus andersoni",3.25
"Liobagrus anguillicauda",3.22
"Liobagrus formosanus",3.2
"Liobagrus hyeongsanensis",3.2
"Liobagrus kingi",3.21
"Liobagrus marginatoides",3.2
"Liobagrus marginatus",3.25
"Liobagrus mediadiposalis",3.23
"Liobagrus nigricauda",3.21
"Liobagrus obesus",3.22
"Liobagrus reinii",3.2
"Liobagrus somjinensis",3.22
"Liobagrus styani",3.23
"Liobranchia stria",3.22
"Liocarcinus arcuatus",2.23809523809524
"Liocarcinus corrugatus",2.84615384615385
"Liocarcinus depurator",3.27277777777778
"Liocarpilodes integerrimus",3.7
"Liocichla bugunorum",2.5
"Liocranchia reinhardti",4.5
"Liocranidae",2.58730158730159
"Liocranidae sp. (juv)",3.59798941798942
"Liocranium pleurostigma",3.21
"Liocranium praepositum",3.2
"Liocyma fluctuosa",2
"Liodidae sp. {l}",3
"Liodidae sp. {s}",3
"Liogluta longiuscula",3.60040650406504
"Liolaemus abaucan",2.7
"Liolaemus absconditus",3
"Liolaemus albiceps",2
"Liolaemus alticolor",2.7
"Liolaemus andinus",2.7
"Liolaemus annectens",2.7
"Liolaemus anomalus",3
"Liolaemus aparicioi",3
"Liolaemus arambarensis",2.7
"Liolaemus araucaniensis",2.7
"Liolaemus archeforus",2.7
"Liolaemus atacamensis",3
"Liolaemus audituvelatus",3
"Liolaemus austromendocinus",3
"Liolaemus azarai",3
"Liolaemus baguali",3
"Liolaemus bellii",2.7
"Liolaemus bibronii",3
"Liolaemus bitaeniatus",3
"Liolaemus boulengeri",3
"Liolaemus buergeri",2
"Liolaemus burmeisteri",3
"Liolaemus calchaqui",2.7
"Liolaemus canqueli",2.7
"Liolaemus capillitas",3
"Liolaemus chacabucoense",3
"Liolaemus chacoensis",3
"Liolaemus chaltin",2.7
"Liolaemus chehuachekenk",2.7
"Liolaemus chiliensis",3
"Liolaemus chillanensis",2.7
"Liolaemus chlorostictus",2
"Liolaemus cinereus",3
"Liolaemus coeruleus",3
"Liolaemus confusus",3
"Liolaemus constanzae",2.7
"Liolaemus crandalli",2.7
"Liolaemus crepuscularis",2
"Liolaemus cristiani",2.7
"Liolaemus curicensis",3
"Liolaemus curis",3
"Liolaemus cuyanus",2.7
"Liolaemus cuyumhue",3
"Liolaemus cyaneinotatus",2.7
"Liolaemus cyanogaster",3
"Liolaemus darwinii",3
"Liolaemus dicktracyi",3
"Liolaemus ditadai",3
"Liolaemus donosobarrosi",3
"Liolaemus dorbignyi",2.7
"Liolaemus duellmani",2.7
"Liolaemus eleodori",2.7
"Liolaemus elongatus",2.7
"Liolaemus erguetae",2.7
"Liolaemus escarchadosi",3
"Liolaemus espinozai",3
"Liolaemus etheridgei",2.7
"Liolaemus fabiani",2.7
"Liolaemus famatinae",2.7
"Liolaemus fittkaui",3
"Liolaemus fitzgeraldi",3
"Liolaemus fitzingerii",2.7
"Liolaemus forsteri",2
"Liolaemus foxi",3
"Liolaemus fuscus",3
"Liolaemus gallardoi",2.7
"Liolaemus gardeli",2.7
"Liolaemus goetschi",3
"Liolaemus gracielae",2
"Liolaemus gracilis",3
"Liolaemus gravenhorstii",3
"Liolaemus griseus",2.7
"Liolaemus grosseorum",3
"Liolaemus gununakuna",3
"Liolaemus hajeki",3
"Liolaemus hatcheri",2
"Liolaemus heliodermis",2.7
"Liolaemus hellmichi",3
"Liolaemus hermannunezi",3
"Liolaemus huacahuasicus",2
"Liolaemus igneus",3
"Liolaemus inacayali",3
"Liolaemus insolitus",3
"Liolaemus irregularis",2.7
"Liolaemus isabelae",3
"Liolaemus islugensis",2
"Liolaemus jamesi",2
"Liolaemus juanortizi",2.7
"Liolaemus kingii",2.7
"Liolaemus kolengh",3
"Liolaemus koslowskyi",3
"Liolaemus kriegi",2.7
"Liolaemus laurenti",2.7
"Liolaemus lavillai",2.7
"Liolaemus leftrarui",3
"Liolaemus lemniscatus",3
"Liolaemus leopardinus",2.7
"Liolaemus lineomaculatus",2
"Liolaemus loboi",3
"Liolaemus lonquimayensis",3
"Liolaemus lorenzmuelleri",3
"Liolaemus lutzae",2
"Liolaemus magellanicus",2.7
"Liolaemus maldonadae",3
"Liolaemus manueli",3
"Liolaemus mapuche",3
"Liolaemus martorii",3
"Liolaemus melaniceps",2.7
"Liolaemus melanops",2.7
"Liolaemus millcayac",3
"Liolaemus molinai",2
"Liolaemus montanus",2.7
"Liolaemus monticola",3
"Liolaemus morenoi",2.7
"Liolaemus multicolor",2.7
"Liolaemus multimaculatus",3
"Liolaemus nigriceps",2
"Liolaemus nigrocoeruleus",3
"Liolaemus nigromaculatus",2.7
"Liolaemus nigroviridis",2.7
"Liolaemus nitidus",2
"Liolaemus occipitalis",2.7
"Liolaemus olongasta",2.7
"Liolaemus omorfi",2.7
"Liolaemus orientalis",2
"Liolaemus ornatus",2.7
"Liolaemus pacha",3
"Liolaemus pachecoi",2.7
"Liolaemus pagaburoi",2.7
"Liolaemus pantherinus",2.7
"Liolaemus patriciaiturrae",2.7
"Liolaemus paulinae",3
"Liolaemus petrophilus",3
"Liolaemus pictus",2.7
"Liolaemus platei",3
"Liolaemus poconchilensis",3
"Liolaemus poecilochromus",2
"Liolaemus porosus",2.7
"Liolaemus pseudoanomalus",3
"Liolaemus pseudolemniscatus",3
"Liolaemus pulcherrimus",2.7
"Liolaemus puna",2
"Liolaemus punmahuida",2.7
"Liolaemus puritamensis",2.7
"Liolaemus purul",3
"Liolaemus quilmes",3
"Liolaemus rabinoi",3
"Liolaemus ramirezae",2.7
"Liolaemus ramonensis",2.7
"Liolaemus riojanus",3
"Liolaemus robertmertensi",3
"Liolaemus robertoi",2.7
"Liolaemus rosenmanni",3
"Liolaemus rothi",3
"Liolaemus ruibali",2.7
"Liolaemus sagei",3
"Liolaemus salinicola",3
"Liolaemus sanjuanensis",3
"Liolaemus sarmientoi",2.7
"Liolaemus saxatilis",3
"Liolaemus scapularis",3
"Liolaemus schmidti",2
"Liolaemus schroederi",3
"Liolaemus scolaroi",3
"Liolaemus scorialis",2.7
"Liolaemus scrocchii",2.7
"Liolaemus senguer",3
"Liolaemus septentrionalis",3
"Liolaemus shehuen",3
"Liolaemus signifer",2
"Liolaemus silvai",3
"Liolaemus silvanae",2
"Liolaemus sitesi",2.7
"Liolaemus somuncurae",3
"Liolaemus stolzmanni",3
"Liolaemus tandiliensis",3
"Liolaemus tari",3
"Liolaemus tehuelche",3
"Liolaemus telsen",3
"Liolaemus tenuis",3
"Liolaemus thermarum",3
"Liolaemus tirantii",2.7
"Liolaemus tolhuaca",3
"Liolaemus torresi",3
"Liolaemus tregenzai",2
"Liolaemus tristis",3
"Liolaemus umbrifer",2.7
"Liolaemus uniformis",2.7
"Liolaemus uptoni",3
"Liolaemus uspallatensis",3
"Liolaemus valdesianus",2.7
"Liolaemus vallecurensis",2.7
"Liolaemus velosoi",3
"Liolaemus villaricensis",2
"Liolaemus walkeri",2.7
"Liolaemus wiegmannii",3
"Liolaemus xanthoviridis",2.7
"Liolaemus yalguaraz",3
"Liolaemus yanalcu",3
"Liolaemus zabalai",2
"Liolaemus zapallarensis",2.7
"Liolaemus zullyae",3
"Liomera bella",3.71
"Liomera rubra",3.77
"Liomera rugata",3.72
"Liomys adspersus",2
"Liomys irroratus",2
"Liomys pictus",2
"Liomys salvini",2
"Liomys spectabilis",2
"Lionycteris spurrelli",2.3
"Liopholis inornata",2.7
"Liopholis kintorei",2
"Liopholis modesta",2.7
"Liopholis montana",3
"Liopholis multiscutata",3
"Liopholis pulchra",3
"Liopholis slateri",3
"Liopholis striata",3
"Liopholis whitii",3
"Liophryne allisoni",3
"Liophryne dentata",3
"Liophryne magnitympanum",3
"Liophryne rhododactyla",3
"Liophryne rubra",3
"Liophryne schlaginhaufeni",3
"Liophryne similis",3
"Liopropoma aberrans",3.53
"Liopropoma africanum",3.37
"Liopropoma aragai",3.57
"Liopropoma aurora",3.57
"Liopropoma carmabi",3.29
"Liopropoma collettei",3.35
"Liopropoma danae",3.53
"Liopropoma dorsoluteum",3.68
"Liopropoma emanueli",3.54
"Liopropoma erythraeum",3.76
"Liopropoma eukrines",3.5
"Liopropoma fasciatum",3.64
"Liopropoma flavidum",3.35
"Liopropoma incomptum",3.38
"Liopropoma japonicum",3.65
"Liopropoma latifasciatum",3.97
"Liopropoma lemniscatum",3.58
"Liopropoma longilepis",3.53
"Liopropoma lunulatum",3.65
"Liopropoma maculatum",3.69
"Liopropoma mitratum",3.4
"Liopropoma mowbrayi",3.4
"Liopropoma multilineatum",3.37
"Liopropoma olneyi",3.44
"Liopropoma pallidum",3.37
"Liopropoma randalli",3.56
"Liopropoma rubre",3.43
"Liopropoma santi",3.53
"Liopropoma susumi",3.41
"Liopropoma swalesi",3.28
"Liopropoma tonstrinum",3.37
"Liopsetta glacialis",3.43
"Liopsetta pinnifasciata",3.26
"Lioptilus nigricapillus",2.4
"Lioscorpius longiceps",3.21
"Lioscorpius trifasciatus",3.21
"Liosomadoras morrowi",3.42
"Liosomadoras oncinus",3.42
"Liothrips",2
"Liothyrella uva",2
"Liothyrella uva antarctica",2
"Lioxanthodes alcocki",2
"Liparis adiastolus",3.52
"Liparis agassizii",3.69
"Liparis alboventer",3.43
"Liparis antarcticus",3.14
"Liparis atlanticus",3.28
"Liparis barbatus",3.5
"Liparis bathyarcticus",3.43
"Liparis bikunin",3.32
"Liparis brashnikovi",3.45
"Liparis bristolensis",3.5
"Liparis burkei",3.36
"Liparis callyodon",3.35
"Liparis catharus",3.5
"Liparis chefuensis",3.47
"Liparis coheni",3.39
"Liparis curilensis",3.38
"Liparis cyclopus",3.39
"Liparis dennyi",3.5
"Liparis dubius",3.5
"Liparis dulkeiti",3.5
"Liparis eos",3.43
"Liparis fabricii",3.165
"Liparis fishelsoni",3.5
"Liparis florae",3.49
"Liparis frenatus",3.35
"Liparis fucensis",3.55
"Liparis gibbus",3.74
"Liparis grebnitzkii",3.32
"Liparis inquilinus",3.285
"Liparis kusnetzovi",3.5
"Liparis kussakini",3.5
"Liparis latifrons",3.59
"Liparis liparis",3.295
"Liparis maculatus",3.5
"Liparis marmoratus",3.5
"Liparis mednius",3.38
"Liparis megacephalus",3.5
"Liparis meridionalis",3.37
"Liparis micraspidophorus",3.5
"Liparis miostomus",3.39
"Liparis montagui",3.15357142857143
"Liparis mucosus",3.42
"Liparis newmani",3.5
"Liparis ochotensis",3.36
"Liparis owstoni",3.68
"Liparis petschiliensis",3.5
"Liparis pravdini",3.5
"Liparis pulchellus",3.62
"Liparis punctatus",3.5
"Liparis punctulatus",3.36
"Liparis rhodosoma",3.5
"Liparis rotundirostris",3.45
