species,genus,id,tax_query_name,tax_query_id,family,order,class,phylum
Chimaerula bonai,Chimaerula,ott5136425,Chimaerula woodlandi,5136424,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Chimaerula woodlandi,Chimaerula,ott5136424,Chimaerula woodlandi,5136424,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Chionocestus yoccozi,Chionocestus,ott5135809,Chionocestus yoccozi,5135809,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Chitinolepis mjoebergi,Chitinolepis,ott5137629,Chitinolepis mjoebergi,5137629,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Chitinorecta agnosta,Chitinorecta,ott5136464,Chitinorecta agnosta,5136464,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Chitinorecta metaskrjabini,Chitinorecta,ott5136466,Chitinorecta agnosta,5136464,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanoscolex abscisus,Choanoscolex,ott68478,Choanoscolex abscisus,68478,Monticelliidae,Proteocephalidea,Cestoda,Platyhelminthes
Choanoscolex cf.,Choanoscolex,ott87031,Choanoscolex abscisus,68478,Monticelliidae,Proteocephalidea,Cestoda,Platyhelminthes
Choanoscolex lamothei,Choanoscolex,ott5135621,Choanoscolex abscisus,68478,Monticelliidae,Proteocephalidea,Cestoda,Platyhelminthes
Choanotaenia acridotheresi,Choanotaenia,ott5136266,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia atopa,Choanotaenia,ott5136246,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia aurti,Choanotaenia,ott5136253,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia birostrata,Choanotaenia,ott5693933,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia burhini,Choanotaenia,ott5136278,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia centuri,Choanotaenia,ott5136243,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia contri,Choanotaenia,ott5136279,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia cylindrocephala,Choanotaenia,ott5136269,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia estayarensis,Choanotaenia,ott5136277,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia faizabadensis,Choanotaenia,ott5136275,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia fotedari,Choanotaenia,ott5136281,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia ibanezi,Choanotaenia,ott5136241,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia infundibulum,Choanotaenia,ott457221,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia macrocephala,Choanotaenia,ott5136244,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia mancocapaci,Choanotaenia,ott5136255,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia meridionalis,Choanotaenia,ott5136265,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia micracantha,Choanotaenia,ott5136254,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia multitesticularis,Choanotaenia,ott5136280,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia pandei,Choanotaenia,ott5136276,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia passerina,Choanotaenia,ott5136251,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia pirinica,Choanotaenia,ott5136260,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia ratticola,Choanotaenia,ott5136252,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia scythica,Choanotaenia,ott5136271,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia shohoi,Choanotaenia,ott5136262,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia sp.,Choanotaenia,ott389357,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia srivastavai,Choanotaenia,ott5136273,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia taylori,Choanotaenia,ott5136250,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Choanotaenia tubirostellata,Choanotaenia,ott5136245,Choanotaenia sp. VH-2010,389357,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cichlidocestus gillesi,Cichlidocestus,,,,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Cinclotaenia boliviensis,Cinclotaenia,ott5136733,Cinclotaenia tarnogradskii,5136730,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cinclotaenia cincli,Cinclotaenia,ott5136734,Cinclotaenia tarnogradskii,5136730,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cinclotaenia filamentosa,Cinclotaenia,ott5136736,Cinclotaenia tarnogradskii,5136730,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cinclotaenia georgievi,Cinclotaenia,ott5136731,Cinclotaenia tarnogradskii,5136730,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cinclotaenia minuta,Cinclotaenia,ott5136735,Cinclotaenia tarnogradskii,5136730,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cinclotaenia paradehiscens,Cinclotaenia,ott5136732,Cinclotaenia tarnogradskii,5136730,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cinclotaenia tarnogradskii,Cinclotaenia,ott5136730,Cinclotaenia tarnogradskii,5136730,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Circulobothrium singhi,Circulobothrium,ott5134505,Circulobothrium singhi,5134505,Onchobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
Cittotaenia denticulata,Cittotaenia,ott5135944,Cittotaenia krishnai,5135943,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cittotaenia krishnai,Cittotaenia,ott5135943,Cittotaenia krishnai,5135943,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia albeolae,Cladogynia,ott5137344,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia bulbocirrosus,Cladogynia,ott6366629,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia chileno,Cladogynia,ott5137355,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia chinensis,Cladogynia,ott5137347,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia dolguschini,Cladogynia,ott5137346,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia fulicatrae,Cladogynia,ott5137179,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia lateralacantha,Cladogynia,ott5137349,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia longistylosa,Cladogynia,ott5137357,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia occlusus,Cladogynia,ott5137358,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia ondatrae,Cladogynia,ott5137351,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia oxyurae,Cladogynia,ott5137359,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia oxyuri,Cladogynia,ott5137348,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia phoeniconaiadis,Cladogynia,ott5137354,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia sagitta,Cladogynia,ott5137356,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia spiralistylosa,Cladogynia,ott5137345,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladogynia tengizi,Cladogynia,ott5137343,Cladogynia fulicatrae,5137179,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia cylindracea,Cladotaenia,ott5137833,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia falcoris,Cladotaenia,ott5137838,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia feuta,Cladotaenia,ott5137839,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia globifera,Cladotaenia,ott5137832,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia micracantha,Cladotaenia,ott5137834,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia mustelis,Cladotaenia,ott5137835,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia pauciuterina,Cladotaenia,ott5137836,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia sp.,Cladotaenia,ott5693891,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia spasskyi,Cladotaenia,ott5137837,Cladotaenia globifera,5137832,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladotaenia vulturi,Cladotaenia,,,,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cladothyridium sp.,Cladothyridium,ott896961,Cladothyridium sp. Kunashiri,896961,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cleberia pondicerianii,Cleberia,ott5135962,Cleberia pondicerianii,5135962,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Clestobothrium crassiceps,Clestobothrium,ott865722,Clestobothrium crassiceps,865722,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Clestobothrium crassipes,Clestobothrium,ott5135330,Clestobothrium crassiceps,865722,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Clestobothrium cristinae,Clestobothrium,ott5693845,Clestobothrium crassiceps,865722,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Clestobothrium gibsoni,Clestobothrium,ott5135329,Clestobothrium crassiceps,865722,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Clestobothrium neglectum,Clestobothrium,ott5135239,Clestobothrium crassiceps,865722,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Clestobothrium splendidum,Clestobothrium,ott5693844,Clestobothrium crassiceps,865722,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Clistobothrium carcharodoni,Clistobothrium,ott327337,Clistobothrium cf. montaukensis HR-2011,296755,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Clistobothrium cf.,Clistobothrium,ott296755,Clistobothrium cf. montaukensis HR-2011,296755,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Clistobothrium montaukensis,Clistobothrium,ott486239,Clistobothrium cf. montaukensis HR-2011,296755,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Clistobothrium sp.,Clistobothrium,ott5706086,Clistobothrium cf. montaukensis HR-2011,296755,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Cloacotaenia megalops,Cloacotaenia,ott753281,Cloacotaenia megalops,753281,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Clujia racovitzai,Clujia,ott5138128,Clujia racovitzai,5138128,Rhopalothylacidae,Trypanorhyncha,Cestoda,Platyhelminthes
Clydonobothrium elegantissimum,Clydonobothrium,ott5135091,Clydonobothrium elegantissimum,5135091,Echeneibothriidae,Rhinebothriidea,Cestoda,Platyhelminthes
Clydonobothrium leioformum,Clydonobothrium,ott5135092,Clydonobothrium elegantissimum,5135091,Echeneibothriidae,Rhinebothriidea,Cestoda,Platyhelminthes
Coelobotherium monodi,Coelobotherium,ott5135335,Coelobotherium monodi,5135335,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Coelobothrium gambusiense,Coelobothrium,ott5135333,Coelobothrium oitense,5135331,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Coelobothrium monodi,Coelobothrium,ott5135332,Coelobothrium oitense,5135331,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Coelobothrium oitense,Coelobothrium,ott5135331,Coelobothrium oitense,5135331,Bothriocephalidae,Bothriocephalidea,Cestoda,Platyhelminthes
Coelodela kuvaria,Coelodela,ott5135911,Coelodela kuvaria,5135911,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Collicocephalus baggioi,Collicocephalus,ott5693982,Collicocephalus baggioi,5693982,Lecanicephalidae,Lecanicephalidea,Cestoda,Platyhelminthes
Colpotoria,,ott2932265,NA,NA,NA,NA,NA,NA
Colymbilepis multistriata,Colymbilepis,ott5137547,Colymbilepis multistriata,5137547,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Confluaria furcifera,Confluaria,ott5137603,Confluaria furcifera,5137603,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Confluaria islandica,Confluaria,ott5137651,Confluaria furcifera,5137603,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Confluaria krabbei,Confluaria,ott5137652,Confluaria furcifera,5137603,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Confluaria podicipina,Confluaria,ott5137647,Confluaria furcifera,5137603,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Confluaria pseudofurcifera,Confluaria,ott5137650,Confluaria furcifera,5137603,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Confluaria spasskii,Confluaria,ott5137645,Confluaria furcifera,5137603,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cookiella ondatrae,Cookiella,ott5693868,Cookiella ondatrae,5693868,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Corallobothrium cf.,Corallobothrium,ott388277,Corallobothrium cf. solidum JM-2011,388277,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Corallobothrium fimbriatum,Corallobothrium,ott707333,Corallobothrium cf. solidum JM-2011,388277,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Corallobothrium parafimbriatum,Corallobothrium,ott707338,Corallobothrium cf. solidum JM-2011,388277,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Corallobothrium solidum,Corallobothrium,ott600612,Corallobothrium cf. solidum JM-2011,388277,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Corallobothrium sp.,Corallobothrium,ott5706097,Corallobothrium cf. solidum JM-2011,388277,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Corallotaenia intermedia,Corallotaenia,ott836294,Corallotaenia minutia,707339,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Corallotaenia minutia,Corallotaenia,ott707339,Corallotaenia minutia,707339,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Corallotaenia parva,Corallotaenia,ott5135548,Corallotaenia minutia,707339,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Coronacanthus anacetabula,Coronacanthus,ott5137619,Coronacanthus vassilevi,5137617,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Coronacanthus ashoki,Coronacanthus,ott5137621,Coronacanthus vassilevi,5137617,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Coronacanthus integrus,Coronacanthus,ott5137622,Coronacanthus vassilevi,5137617,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Coronacanthus magnihamatus,Coronacanthus,ott5137618,Coronacanthus vassilevi,5137617,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Coronacanthus omissus,Coronacanthus,ott5693903,Coronacanthus vassilevi,5137617,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Coronacanthus parvihamatus,Coronacanthus,ott5137620,Coronacanthus vassilevi,5137617,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Coronacanthus vassilevi,Coronacanthus,ott5137617,Coronacanthus vassilevi,5137617,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Coronocestus coronatum,Coronocestus,ott3668509,Coronocestus coronatum,3668509,Echinobothriidae,Diphyllidea,Cestoda,Platyhelminthes
Coronocestus ehsanentezarii,Coronocestus,ott5693866,Coronocestus coronatum,3668509,Echinobothriidae,Diphyllidea,Cestoda,Platyhelminthes
Coronocestus hormozganiense,Coronocestus,ott5693865,Coronocestus coronatum,3668509,Echinobothriidae,Diphyllidea,Cestoda,Platyhelminthes
Coronocestus musteli,Coronocestus,ott3668528,Coronocestus coronatum,3668509,Echinobothriidae,Diphyllidea,Cestoda,Platyhelminthes
Coronocestus scoliodoni,Coronocestus,ott3668524,Coronocestus coronatum,3668509,Echinobothriidae,Diphyllidea,Cestoda,Platyhelminthes
Coronocestus sp.,Coronocestus,ott5138097,Coronocestus coronatum,3668509,Echinobothriidae,Diphyllidea,Cestoda,Platyhelminthes
Corrugatocephalum ouei,Corrugatocephalum,ott5134345,Corrugatocephalum ouei,5134345,Lecanicephalidae,Lecanicephalidea,Cestoda,Platyhelminthes
Cotugnia alii,Cotugnia,ott5136091,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia brotogerys,Cotugnia,ott5136098,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia chauhani,Cotugnia,ott5136094,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia chiangmaii,Cotugnia,ott5136104,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia collini,Cotugnia,ott5136108,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia columbae,Cotugnia,ott5136114,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia cuneata,Cotugnia,ott813301,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia digonopora,Cotugnia,ott5136102,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia ganguae,Cotugnia,ott5136115,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia guptae,Cotugnia,ott5136093,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia jacosa,Cotugnia,ott5136103,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia kamatiensis,Cotugnia,ott5136110,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia karachiensis,Cotugnia,ott5136092,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia latiproglottina,Cotugnia,ott5136089,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia liviae,Cotugnia,ott5136113,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia magdoubii,Cotugnia,ott5136111,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia manishae,Cotugnia,ott5136095,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia mehdii,Cotugnia,ott5136112,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia parakeetus,Cotugnia,ott5136096,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia platycerci,Cotugnia,ott5136099,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia polytelidis,Cotugnia,ott5136101,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia rajivji,Cotugnia,ott5136106,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia satpuliensis,Cotugnia,ott5136109,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia seni,Cotugnia,ott5136100,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia shohoi,Cotugnia,ott5136086,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia singhi,Cotugnia,ott5136087,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia sp.,Cotugnia,ott5693925,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia streptopeli,Cotugnia,ott5136088,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia visakhapatnamensis,Cotugnia,ott5136097,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotugnia yamagutii,Cotugnia,ott5136105,Cotugnia cuneata,813301,Davaineidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotylorhipis furnarii,Cotylorhipis,ott5136370,Cotylorhipis sureshi,5136369,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cotylorhipis sureshi,Cotylorhipis,ott5136369,Cotylorhipis sureshi,5136369,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Cracticotaenia fieldingi,Cracticotaenia,ott5135981,Cracticotaenia fieldingi,5135981,Metadilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Crassuseptum pietrafacei,Crassuseptum,ott5693949,Crassuseptum pietrafacei,5693949,Rhinebothriidae,Rhinebothriidea,Cestoda,Platyhelminthes
Crepidobothrium brevis,Crepidobothrium,ott6366673,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crepidobothrium dollfusi,Crepidobothrium,ott5135528,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crepidobothrium eirasi,Crepidobothrium,ott508646,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crepidobothrium garzonii,Crepidobothrium,ott5135527,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crepidobothrium gerrardii,Crepidobothrium,ott5135525,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crepidobothrium lachesidis,Crepidobothrium,ott5135529,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crepidobothrium macroacetabula,Crepidobothrium,ott5135526,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crepidobothrium sp.,Crepidobothrium,ott223713,Crepidobothrium sp. INVE 22108,223713,Proteocephalidae,Proteocephalidea,Cestoda,Platyhelminthes
Crescentovitus,,ott5134197,NA,NA,NA,NA,NA,NA
Crossobothrium antonioi,Crossobothrium,ott5134990,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossobothrium cf.,Crossobothrium,ott5493400,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossobothrium dohrnii,Crossobothrium,ott5134888,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossobothrium filiforme,Crossobothrium,ott5134987,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossobothrium laciniatum,Crossobothrium,ott5134818,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossobothrium longicolle,Crossobothrium,ott771368,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossobothrium pequeae,Crossobothrium,ott5134994,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossobothrium sp.,Crossobothrium,ott29634,Crossobothrium sp. PWK-2012,29634,Phyllobothriidae,Phyllobothriidea,Cestoda,Platyhelminthes
Crossotaenia baeri,Crossotaenia,ott5135833,Crossotaenia baeri,5135833,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cryptocotylepis anthocephalus,Cryptocotylepis,ott5137569,Cryptocotylepis anthocephalus,5137569,Hymenolepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Ctenotaenia asiatica,Ctenotaenia,ott5135822,Ctenotaenia marmotae,767662,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Ctenotaenia marmotae,Ctenotaenia,ott767662,Ctenotaenia marmotae,767662,Anoplocephalidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cuculincola mutabilis,Cuculincola,ott5136419,Cuculincola mutabilis,5136419,Dilepididae,Cyclophyllidea,Cestoda,Platyhelminthes
Culicitella rapacicola,Culicitella,ott5137917,Culicitella rapacicola,5137917,Paruterinidae,Cyclophyllidea,Cestoda,Platyhelminthes
Cyathocephalus truncatus,Cyathocephalus,ott68476,Cyathocephalus truncatus,68476,Acrobothriidae,Spathebothriidea,Cestoda,Platyhelminthes
